index,content_id,severity,severity_code,categories,desc_core_ko,graph_preserved_ko,gap_ko,desc_summary,graph_summary,desc_source,graph_source,desc_sha256,graph_sha256
27,microlens_100k_00027,부분 손실,M,"T,C,P",G318 여행자들의 시장 장보기·야영·족발 조리와 밴 생활,고기 손질·공동 조리와 식사,"로드트립·시장·캠핑·차박 맥락 소실, 조리와 식사 자체는 유지","A group of young travelers, wearing matching red vests marked with the National Highway G318 logo, embark on a road trip accompanied by a large white supply truck. During their journey through mountainous regions, members of the group visit a bustling local outdoor market filled with stalls, where they explore traditional goods, interact with vendors, and participate in a chance-based board game. While at the market, they purchase large animal trotters, likely pig’s hooves, discussing the preparation requirements with a vendor. 

Setting up camp outdoors beside their truck and vehicles, a traveler in a red vest prepares a substantial stew. He cuts the hooves with a cleaver and simmers them in a large metal pot along with vegetables, broth, seasonings, and chili paste. Once thoroughly cooked, the rich stew and meat are portioned out into bowls, some paired with instant noodles, to create a communal meal. 

Gathered outdoors around a table, the group enthusiastically eats the cooked meat, chatting and discussing the meal. Later, they continue sharing food inside a van converted into a living space, casually conversing in a relaxed atmosphere. The trip day winds down with the travelers resting, including a brief glimpse of someone beside a small fire and a young man lying down to sleep inside the van.","A group of people, many wearing red vests or jackets and some wearing hats, gather together to prepare and share a meal. The food preparation centers around pork legs on a table, which are handled by a person in a red vest and hat while others in brown and pink shirts stand nearby, one holding a phone and observing alongside a standing striped cat. The meat is washed in a sink, placed into a pot, and soaked. 

Cooking continues as someone in a red jacket cuts the meat and holds a large metal pot containing broth, while other individuals add ingredients and sauce and pour liquid into the large pot and a smaller metal pot. 

Once the cooking is finished, individuals in red vests and a blue shirt serve the food from pots and bowls to seated companions. The group, joined by a child and people in black shirts, gathers to eat the prepared meal together. Some hold food and look toward the child, while others sit and lie nearby as the gathering concludes.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00027.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00027.json,50ae815f5ebce3d1a226441b2b6516ff28438e71750779c5cd6f283aca5e4c2b,f79a729bae569f0e23e0045d9471bc542ab4f0d0daca2f54e3ce1d4f15b467c7
28,microlens_100k_00028,핵심 손실,H,"T,I,P,N","국가별 팀의 배틀로얄 초청전, 전술·점수 우위와 중국 팀 승리",여러 색 옷의 무장 인물들이 이동·집결,"e스포츠 중계 정체성, 국가·팀·선수, 안전구역 전술·승패 소실","The video documents competitive gameplay from Match 4 of Day 1 in the KELT Mid-Asia and Korea Invitational, a live battle royale tournament featuring teams representing China (CHN), Japan (JPN), and Korea (KOR). The matches unfold across a rugged, rural landscape characterized by rocky hills, sparse vegetation, open fields, and strategic building complexes, such as churches, silos, and houses. 

Initial engagements highlight Team CHN, notably CHN-A, executing coordinated advances against Korean squads. Utilizing vehicles for swift repositioning and flanking maneuvers, Chinese players like Feng Du, Pifei, and CHN·兔哥哥_ engage in scoped firefights around compounds and hillsides, effectively eliminating Korean opponents despite intense counterattacks. 

As the match progresses into later stages, the focus shifts toward clashes between the remaining Chinese and Japanese forces. Chinese players navigate shrinking safe zones, moving through interior buildings, clearing stairwells, and holding rooftop vantage points while trading gunfire and dealing with smoke and explosions. Key moments feature players such as CHN - ANGG, CHN - Xiao Shizhi, CHN - Yuyu, and Wenbao managing low ammunition, surviving close-quarters ambushes, and taking cover behind natural rock formations and structural walls. Despite mounting pressure, individual eliminations, and dwindling squad numbers on both sides, Team CHN maintains a dominant point and player advantage over Team JPN, culminating in a decisive push toward the final circle to secure the victory.","Multiple individuals engaged in action-oriented movements frequently gather, interact, and maneuver alongside one another. Throughout the scenes, people wearing colorful attire—notably red jackets, blue shirts or outfits, yellow jackets, and helmets in shades of purple, blue, white, and pink—regularly stand side by side while carrying or aiming weapons. 

Dynamic actions unfold across the sequences as participants run, jump, crouch, and occasionally fall. In several moments, armed figures in red jackets and blue tops position themselves close to each other, aiming their weapons or gesturing by raising a hand. Other individuals interact around vehicles, including a person driving a pink car and several others in red outfits standing nearby. Later, members of the group are observed crouching together, with one person in a pink outfit jumping near individuals wearing blue helmets. Larger gatherings also appear, including a lineup of several figures in black pants assembled alongside individuals in red and yellow jackets, white helmets, and blue shirts, before smaller armed groups regroup in close proximity.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00028.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00028.json,e0b9f0babe330060dc311dde4236cc5dae8791b24bcde487b84b6cbcc8a8f16c,7cf3b3cff75e6af76602530d125c68c150975619de18a0e314d98571a304993d
29,microlens_100k_00029,핵심 손실,H,"I,N,P",토니 스타크의 피랍·흉부 부상·생존 장치와 갑옷 제작·탈출,부상자·도구·빛나는 장치·아이언맨 갑옷,주인공 신원과 부상→장치 제작→탈출의 원인·목적 소실,"The video traces the origins of Tony Stark's transformation into Iron Man, opening with his background as a brilliant prodigy and MIT graduate who lived a carefree lifestyle before donning his iconic red and gold armor. The narrative turns perilous when Stark is attacked in a rugged desert landscape by armed assailants using explosive weaponry bearing his own company's logo. Severely wounded with chest trauma, he is captured and wakes in a dim, subterranean cave connected to medical tubing designed to keep shrapnel from entering his heart.

Imprisoned in the rocky cavern, an injured but determined Stark collaborates with a fellow captive scientist to secure their survival. Together, they design and construct a rudimentary, heavily armored metal suit while Stark crafts a glowing blue chest device to sustain his heart and power the apparatus. Working with welding torches and forged metal under constant threat, the pair hurriedly finalize the protective armor. When hostile forces confront them, a tense battle erupts within the dark tunnels. As Stark pushes toward the cave exit in the massive, newly assembled suit with its chest light glowing, his companion faces fatal danger. The sequence concludes with a massive eruption of fire and smoke as Stark breaks out of the cavern.","The video opens with a group of people standing outdoors against a mountain backdrop, including an individual in sunglasses and others wearing red suits or a white shirt. An altercation quickly follows, showing multiple figures dressed in black suits and jackets being attacked and left lying on the ground, with one person pulling at another's shirt amidst the struggle.

The focus then shifts indoors to an injured man with a bruised face looking on while others gather nearby, including a seated person in glasses, a bearded individual in a military uniform, and someone wearing gloves working with tools. Later, a person in a black t-shirt works alongside a suited companion wearing glasses; both stand together examining glowing blue devices placed on a table. Finally, figures clad in Iron Man armor stand over another person who lies injured on the ground with blood visible on their face.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00029.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00029.json,29212c9c57dedd1781ed1584345b1d695f90f0f20d0ebfed3c9a5891a049df52,3ae4e64e34cf5186cdb79585d19ba56a65ba96b14c259cdc3880b331e9cdaf91
30,microlens_100k_00030,부분 손실,M,"T,C,R",두 사람이 고교 시험 성적을 주제로 유쾌한 인터뷰,종이와 팻말을 든 여러 사람의 대화,인터뷰 질문 주제와 장난스러운 분위기 약화; 두 명→집단 차이,"In a simple, modern room with a potted plant against a plain wall, a young woman and a young man sit together on a brown couch for a casual interview or vlog. The woman, with long dark hair and wearing a black top, holds a piece of paper, while the man, dressed in a white shirt, holds a small branded card. 

Throughout the conversation, the two maintain a lighthearted and friendly dynamic. The woman asks the man about his high school exam results, prompting an amused and confident response that makes both of them laugh. Their interaction remains playful and humorous as they banter back and forth, trading lighthearted comments and reactions. Throughout the exchange, both individuals smile frequently, visibly enjoying the relaxed and informal discussion.","A person in a black top holding papers engages in conversation with a group of individuals. Among them is a person in a white shirt holding a sign, who speaks back and forth with the person holding the papers. Nearby, a smiling person in a black top and another individual in a white shirt, also holding a sign, look toward and address the person holding the papers as the group actively speaks together.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00030.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00030.json,dd374b446e664d606cfa7a5e116919f670e6fe02c3e87c2abccba57d3b616ce9,b5cdaf2ad71e54e3645f8007d5ea24de319eafa8113ba0a373a3ad1a3f29cede
31,microlens_100k_00031,핵심 손실,H,"T,I,N",푸틴과 역대 미국 대통령의 관계 변화에 대한 정치 해설,정장 입은 사람들의 공식 모임,"러미 관계, 인물·시대·외교 변화라는 영상 전체 주제 소실","This analytical political commentary video examines the evolving geopolitical dynamics between Russia and the United States, centering on Vladimir Putin’s enduring leadership alongside a succession of American presidents. The narrative explores historical context ranging from former Russian President Boris Yeltsin’s pro-Western stance and Bill Clinton’s era to the shifting rapport between Putin and George W. Bush. Archival footage and still images depict Putin and Bush across varied environments, transitioning from formal architectural doorways and shared walks along a rocky coastline to disaster relief appearances, illustrating a shift from initial wariness to closer personal diplomacy. 

The coverage continues chronologically, examining relations during Barack Obama’s presidency alongside maps referencing regional conflict and Putin’s tenure as prime minister. It then shifts to Donald Trump’s administration, highlighting public rallies, press conferences, and diplomatic summits where Trump and Putin are shown shaking hands before their national flags and engaging in public exchanges. The focus subsequently moves to the current geopolitical landscape under Joe Biden, featuring formal addresses against national flags and the 2021 diplomatic summit in Geneva, where Putin and Biden meet across a conference table. Interspersed with news anchor commentary, studio broadcasts, press briefings, and scenes of historic palaces, the video emphasizes Putin's continuous position on the world stage as American leadership repeatedly changes hands.","The video depicts several formal gatherings, meetings, and proceedings involving groups of people dressed primarily in dark suits, ties, and professional attire. 

Throughout the scenes, participants gather in various configurations, both standing alongside one another and sitting at tables or in chairs. Notable individuals appear across the events, including an individual wearing a red pin on a blue suit, someone in a face mask, and another wearing a red hat. Multiple discussions take place, with attendees speaking to one another, including a gray-haired speaker, a bald speaker, and individuals in dark suits engaging in conversations. 

In more structured settings, several suited individuals sit around a table where one person in a white shirt holds a folder and another raises a hand. Other scenes show lines and groups of attendees wearing coordinating ties, such as red, blue, or pink, standing beside each other in formal settings, with some individuals wearing glasses or sunglasses. Across all scenes, the participants maintain formal postures as they sit, stand, and speak in what appears to be official or professional assemblies.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00031.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00031.json,76f44b1ded028abb7f15c9e683adf51231bf90391f43054e15ad39254e90a21e,33b3de0c66038043e69d89bbef1989e15d0362f6933e326f8f69c2f0e31929e8
32,microlens_100k_00032,경미,L,P,문구류·파우치·태블릿·노트를 백팩에 수납,백팩과 문구류 정리·수납을 구체적으로 보존,아이패드 브랜드·수납 용도 등 일부 세부만 축소; 핵심 활동 보존,"A person wearing a white sweater and a white watch showcases their stationery collection and demonstrates how they organize it inside a light gray backpack. The video is set in a brightly lit, neatly organized workspace filled with shelves of clear plastic drawers holding colorful pens and markers, alongside a display of cute figurines. 

After initially browsing a multi-tiered display rack to select pens, the person focuses on packing and detailing the backpack, which features whimsical embroidered designs of celestial bodies, a rocket, and cartoon characters. They introduce several smaller organizational accessories, including a yellow quilted pencil case featuring a cat design from which they pull out various colorful, character-themed pens and writing tools. They also present cream-colored pouches containing small stationery items, clips, and a smartphone. Demonstrating the backpack's capacity, the person packs it with an Apple iPad, a decorated spiral-bound personal journal filled with stickers and hand-drawn illustrations, and a spiral notebook, efficiently stowing them into the main compartment and front pocket to show the bag's suitability for creative work or travel.","The video centers on people organizing, packing, and showcasing various school and everyday stationery supplies. A person in a grey shirt selects blue and pink pens, while another person smiles while holding a light grey backpack adorned with patches and setting it onto a table. A person wearing a white sweater packs the light grey backpack, placing inside a gold tablet, a black spiral-bound notebook, and a cream-colored pouch with a yellow label. 

Stationery items continue to be displayed as individuals handle yellow pencil cases decorated with cat designs along with collections of pens. Wearing a beige sweater, a person shows off a white-covered notebook decorated with stickers, as well as a phone in a green case stored inside a beige pouch containing other small items. Finally, a person in a white sweater finishes packing by placing a yellow spiral-bound notebook into the patched light grey backpack.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00032.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00032.json,6c122bdea1f68259fc599dbef4b325a49b180e066e0cf66b6703ac7f4728f221,00e0b9c329ab45edc4f7cd6466e54ea3de0b73c920e0b6b2c8eaea8396ee8c09
33,microlens_100k_00033,핵심 손실,H,"N,P,C,R",두 남자의 망치 공격 뒤 부상 여성이 숲에서 도주·생존 시도,SUV 주변 모임과 달리기·던지기·등반,"가해자/피해자, 망치 공격과 도주·교란 목적 소실","A blonde woman driving a red Jeep Grand Cherokee through a remote, wooded area stops to consult a map. Unbeknownst to her, she is being monitored by two men in a white car. The men exit their vehicle, and one, wearing a camouflage baseball cap and black jacket, approaches her to speak about the surrounding dense forest. As they interact near her SUV, a second bearded man wearing a blue beanie violently attacks the woman, striking her in the leg with a hammer. 

Injured and distressed, the woman flees on foot, desperately running through a field of tall, dry grass and into the sparse woods. She repeatedly looks over her shoulder to monitor her pursuers and throws a stone in the opposite direction as a diversion. Although she intends to make her way back to her car once she finds a moment of temporary safety, she quickly becomes disoriented and lost amidst the bare trees. 

Exhausted, injured, and in shock, she lies on the forest floor covered in leaves. Struggling through pain and fatigue, with one of her feet exposed in a dirty sock, she tries to navigate the harsh wilderness. Moving deeper into the isolated environment, she reaches a moss-covered rocky cliff and searches for a way to climb or escape, gazing upward at the stone formations with growing dread and determination.","A group gathers around a red SUV, where individuals in jackets—one smiling, another in a cap, and a third holding a map—stand beside and interact near the vehicle. Nearby, companions including individuals in grey hoodies, a plaid shirt, and a blue beanie stand together beside the car, exchanging glances. 

The scene then shifts outdoors to an active encounter involving people with long blonde hair in light-colored sweaters, who run, throw, and watch one another. In an environment covered with leaves, individuals in beige and green sweaters are seen lying down, looking up, and climbing. Later, someone in a beige jacket climbs along rocks while another individual in dark clothing searches nearby, accompanied by a bystander in red and green clothing as a blonde-haired individual cries.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00033.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00033.json,581713da467d919389b065d985a1b828e5b6a0c7c7b26d93623bb45266b3fe27,c62723cd7d1223b0eac470eedb8eacd1dac1f506f897392f89351d92d38fb3b9
34,microlens_100k_00034,핵심 손실,H,"N,I,T","어머니의 귀환과 가족 소외, 아이들의 할아버지 생일 카드 마련",식사·이동·카드·선물 교환,"가족 관계와 돌아온 어머니의 거리감, 생일 선물의 목적 소실","The video presents a poignant narrative from a Chinese drama centered on a mother’s return to her family after years away, highlighting the emotional tension between reconnection and detachment. In a dated domestic dining setting, the mother sits quietly with a glass of milk beside a young boy eating his meal while a father serves food, illustrating her lingering difficulty in integrating into the child’s routine. Outdoor winter sequences show the woman embracing a young child against a backdrop of bare trees, a boy running across a snowy landscape, and an older man in a knit hat speaking sorrowfully, emphasizing themes of longing and emotional distance.

The focus shifts to the children's daily lives and their affectionate familial bonds. An older man transports the young boy on a blue tricycle through a quiet town setting. Later, the boy in a red jacket and a young girl in a green coat bond over shared moments, conversing about their grandfather's health and a birthday gift for him. Inside a small, cluttered shop filled with colorful trinkets and figurines, the children search for a birthday card. Although an initial interaction involves an emotional plea when the boy faces financial constraints, the kind shopkeeper behind the counter ultimately interacts warmly with them. She presents the children with the card, leaving the boy and girl happily sharing the special gesture of love for their grandfather.","The video captures several distinct moments involving various groups of people engaged in everyday activities and social interactions. Initially, a group gathers near a table where a person in a vest holds a bottle and cup, while others in a black shirt and a red jacket eat, accompanied by another individual in a vest standing nearby. 

The scene then transitions outdoors, where a person in a red jacket runs past bystanders, including a person in a red hat looking downward and others dressed in a purple jacket and dark coat standing together. Later, people are seen participating in leisure activities: cyclists wearing red and black hats ride bicycles, children dressed in red and green jackets hold candy, and another individual in a green jacket sits reading a book. 

Interpersonal interactions continue as a person in a red jacket points toward another holding a card, while an individual in a white shirt and red scarf speaks to a distressed person in a red jacket who is crying. Finally, individuals in red jackets, accompanied by someone in a green jacket, approach a counter to exchange gifts with a person in a white shirt standing behind it.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00034.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00034.json,27d766d47611eb0adb0fcac5cbc7ce88d09ab2a856f2954b91be1d3b5129b63a,dc81d3d2ae70820288dbdf0f1d099d173eb92bde95e8eb90ed7e6b2acf7b3bb7
35,microlens_100k_00035,핵심 손실,H,"N,I,C",모녀의 대화와 장보기 중 남편 배신·경제 문제로 어머니가 괴로워함,흰 드레스 집단과 장보기·전화·사과,"모녀 관계, 전화 내용과 아이의 걱정, 가정 갈등 소실","The video portrays serious and emotionally tense moments between a mother and her young daughter across different settings. Initially, the two are in a brightly colored indoor play area decorated with animal figures. As the woman sits on a bench in a patterned blouse, she speaks with the girl, who wears a decorated white dress alongside a helmet and elbow pads. Their dialogue hints at themes of acting like a princess, with the mother showing concern as they converse.

The setting then shifts to a well-lit supermarket, where the mother handles distressed phone conversations while accompanied by the young girl. Wearing a jacket and pushing a shopping cart through the produce section, the mother speaks intently on the phone with a serious demeanor. The child listens with wide-eyed worry, holding a piece of fruit and watching the woman closely before tensely claiming the apple is poisonous. As their grocery trip continues past displays of oranges and pomegranates, the mother takes another distressing call about family financial struggles and betrayal by her husband. Watching her mother become overwhelmed with sadness and bring a hand to her face in frustration, the daughter sits in the shopping cart, gazing up with deep concern.","A group of people wearing matching white dresses, including adults and children, are seen together with some standing and others sitting. 

In a shopping setting, a person in a pink jacket talks on a phone while another individual in a blue dress pushes and holds a shopping basket. Nearby, a child dressed in pink holds an apple, standing beside a person wearing a blue shirt. 

The video also shows individuals interacting around a shopping cart. Two individuals in pink jackets are in the cart, one sitting and the other standing. Alongside them are people wearing blue jackets, including one talking on a phone and another holding a phone while standing beside and holding onto the person standing in the cart.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00035.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00035.json,c40fcaec32ea721bbf0cdcbe8fe8765b7d8294c4815e27f7a9f5eca8b2454063,b0aa725a13bd87c1fc5deeb51fe6f8b70525bbd4d3e388001adc293dbb8c3b85
36,microlens_100k_00036,부분 손실,M,"T,P,C","가재를 손질해 우스운 자세로 플레이팅, 영양 앱과 밈",갑각류 손질·영양 앱·서 있는 가재 접시,유머 편집과 완성물에 이름 붙이기 등 창작·재미의 목적 약화,"A person demonstrates the careful preparation and playful presentation of cooked crawfish in a home setting. The video begins by highlighting the intricate process of handling the seafood, with a close-up focus on a large red claw that took hours to process, followed by hands selecting a crawfish from a full bowl to prepare a spicy dish. 

The demonstration is interspersed with humorous memes, including one reflecting on the task's complexity, alongside a brief segment showing a mobile nutrition app tracking daily caloric and macronutrient intake, complemented by a panda meme advocating for balanced nutrition while eating. 

The preparation continues as the individual uses scissors to cut and remove the shell, carefully arranging the meat on a white plate situated near desk decorations like astronaut figurines and artificial flowers. Finally, the person holds up a white, oval-shaped plate displaying the vibrant red cooked crawfish arranged in a dynamic, comical pose with splayed legs and extended antennae. Positioned against a soft background featuring pink and white roses, the final presentation humorously invites viewers to name the creatively posed dish.","A person in a green jacket handles several red crayfish submerged in water. Elsewhere, someone wearing a black shirt holds a phone displaying a nutrition application showing daily intake alongside food preparation, while another person eats red shrimp. Multiple hands are seen preparing and handling lobster, actively cutting, peeling, and holding the seafood. Later, a person wearing a red jacket presents a white plate holding a standing red lobster.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00036.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00036.json,760e1fe1b045560a27bcb4afdc3ed15a26022e435771ff967334250bf10764d2,5f8532b4baa97c66c5475bbcfb79e8c619c94dcc9920e18f45398eabd94d5f13
37,microlens_100k_00037,부분 손실,M,"N,P,R",자동차 후드 스턴트와 추격 뒤 검은 차 전복·패배한 남성,추격·충돌·파손된 차와 주변 인물,"추격자 방향과 전복 과정, 패배한 운전자의 결말이 약화·상이","A high-speed, action-packed sequence unfolds across a sunlit, rural landscape of dry hills and open roads. The scene begins with a woman in a bright pink top performing a dangerous stunt, climbing out of a moving white classic muscle car, sliding down the windshield, and clinging to the hood. From behind, a man with long hair, sunglasses, and a dark shirt pursues her in a black classic muscle car, visibly excited and laughing as the high-stakes chase accelerates through clouds of kicking dust. While the woman struggles to hold on and focus through the intense motion, another man films the unfolding spectacle from a distance using binoculars.

The pursuit escalates as both vehicles drift and maneuver aggressively along paved and dirt roads. Tensions rise as the white car sustains heavy front-end damage, while the man attempts to communicate with the female driver. Eventually, the pursuit turns chaotic when the black car loses control, spinning violently, kicking up dirt, and rolling over. The chase concludes in the aftermath of the crash, where the black vehicle lies severely crumpled and smoking on its side. 

The driver of the wrecked vehicle, a disheveled man with wild hair and a beard, is thrown roughly to the ground in distress. Three women, including the woman in the pink shirt and another dressed in a black leather jacket and jeans, gather around the wreckage to observe the defeated man and the ruined car before beginning to walk away.","A dramatic vehicular pursuit unfolds on the road, centered around a moving white car and a dark vehicle. Initially, an individual wearing a pink shirt is seen climbing onto, leaning on, and falling or lying across the white car as it travels, held or accompanied by another person in black pants. A person wearing sunglasses drives the white car, which pursues and moves alongside other vehicles, including a blue car and then a black car driven by an individual in a black shirt. 

The chase intensifies as the white car maneuvers and drifts around the black car while a person in black raises their hands. The encounter leads to a collision, leaving the black vehicle damaged and the front of the white car visibly wrecked. Inside, individuals with brown hair in black shirts watch each other from their respective vehicles. 

Following the crash, the occupants exit onto the scene. People in black shirts run alongside one another, while a figure in a black leather jacket stands near the person in the pink shirt. In the aftermath, the person in the pink shirt runs toward the wrecked black car as an individual in a black jacket stands beside it and falls toward the wreckage.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00037.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00037.json,43295d9626c9a80d16897ac5d95748dea3bc6c3636026b79aed915659e4a4318,ecb4cd1d0eed610a459596b2b8de9c1241ef4e194e4ef49b3725d79369ce7e23
38,microlens_100k_00038,핵심 손실,H,"T,I,P","나루토 모바일 대전, 오로치마루 중복 팀 선택과 기술 사용",망토 입은 인물들의 무기 싸움,"게임·작품 정체성, 팀 편성과 특수기·체력·매칭 절차 소실","The video features gameplay from a Naruto-themed mobile fighting game, beginning with a player setting up a team for battle. During character selection, the player repeatedly chooses the same ninja, Orochimaru, resulting in a full team of identical fighters despite an initial matchmaking interruption. After successfully locking in the lineup and waiting through a brief partner-matching countdown, the match begins. 

Combat takes place on an elevated wooden arena overlooking a traditional village with conical-roofed structures and misty distant scenery. The player controls a ninja dressed in a black and red cloaked outfit, engaging in fast-paced combat against various opponents, including a white-haired enemy wielding a whip-like weapon and an adversary in white and orange robes. The player executes a diverse array of special abilities, unleashing flaming snake-like strikes, glowing blue energy auras, foot-based ring attacks, and massive explosive combinations that generate clouds of dust and floating damage numbers. The opponents counter with heavy strikes of their own while health bars and match timers track the progression of the duel. The gameplay shifts between intense attack exchanges and tactical repositioning, concluding with battle outcome screens highlighting the dynamic combat maneuvers and skill activations.","A group of figures clad in black cloaks gathers together, initially standing alongside one another before engaging in a sequence of confrontations. Combat erupts as several individuals clash, including figures in black cloaks, a red-haired combatant, and fighters with white hair, one of whom wears a red jacket. The conflict intensifies into dynamic weapon-based skirmishes between multiple white-haired figures in red jackets and sword-wielding opponents dressed in black outfits. Further clashes involve a person in a black cloak, a runner in a white outfit, and individuals wearing blue. Following these battles, a group consisting of black-haired individuals, a person in a red jacket, and another in a white shirt stands assembled beside one another on an elevated platform.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00038.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00038.json,0ea7b4939e48c4794fa425d87401fe78092de3e77837b63fdc9a58c948841ca4,f0e9c4a06f255725849f7179333cd731e7ad8e8f0b75e59d4db67054cfead518
39,microlens_100k_00039,핵심 손실,H,"T,C,R","서로 다른 세 명의 셀프 촬영 클립, 눈밭과 밤의 차 안",세 사람이 한 차 안에 동석,클립 구분과 서로 다른 장소 소실; 별개 인물을 공동 장면으로 결합,"The video is composed of a series of three distinct, self-shot vlog-style clips, each featuring a different individual in a separate setting. 

The sequence begins with a blonde-haired individual wearing white fluffy cat ears, who holds up a light green smartphone to capture a selfie. This transitions into a blurry, motion-filled shot of a dark-haired woman in a black top situated in an outdoor snowy or icy landscape. Finally, the video shifts to nighttime, showing another dark-haired woman wearing a striped sweater seated in the driver's seat of a car. Looking directly forward, she gestures toward the camera with her right hand.","Inside a car, three individuals are seated together. One person, sporting blonde hair and wearing cat ears, holds a phone. Alongside them, another person with long dark hair wears a black jacket, while a third person is dressed in a black and white striped sweater.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00039.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00039.json,f8467d349227cbd8cf6c99088b1f94552997ba2af466429846b4a49a9640ae14,32f42fe92ac862eedfc0b91feb6988123e17aad2196c80532be866f0b0b09b5e
40,microlens_100k_00040,핵심 손실,H,"T,P,C",괴물 사냥 설정의 브이로그와 드론으로 폐허·들판 인물 추적,폐허를 돌아보는 사람과 손에 든 드론,"허구적 괴물 탐색 목적, 항공 시점·원격 관찰·추적 구조 소실","Blending vlog-style commentary with aerial drone footage, the video opens with a man wearing a bandana and glasses speaking from a car. He introduces a fictional narrative centered on hunting a terrifying, plant-based Demogorgon creature featuring a grotesque, flower-like mouth. 

The perspective then shifts to high-angle drone views exploring a vast rural landscape of dense forests, agricultural plots, and winding sandy paths. The drone approaches an expansive, abandoned building complex nestled among the trees. Inside a vehicle, occupants react with shock and fascination to the surroundings, monitoring drone feeds on their mobile devices. 

Tracking dilapidated brick structures within the complex, the aerial camera observes figures navigating the debris and surrounding paths. In one instance, a figure in blue moves through an abandoned shed, followed by a man in a white shirt who walks with an unusual, bent-legged gait among the ruined walls. Later, the drone follows a person in white, appearing to be a child, as they run determinedly along a dirt path cutting across a wide, plowed field. Throughout the journey, the drone tracks these subjects across the rural environment, combining overhead surveillance with the observers' surprised reactions from their car.","A group of people wearing white shirts, several of whom wear bandanas or glasses, converse together. Throughout their outing, they explore an area with abandoned and ruined brick structures and large metal-roofed buildings. A person in a white shirt and bandana and another with blonde hair observe these surroundings and look toward each other as they survey the dilapidated sites.

Later, while others in white shirts walk nearby, an individual in a white shirt and bandana holds a black Mavic Air drone while seated beside a companion in a blue shirt wearing a necklace. Nearby, a person in a white shirt and glasses stands beside another person in white as they exchange looks with a blonde-haired individual wearing a bandana, while a white bird flies overhead.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00040.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00040.json,f4d0e33919a2f2e91e18499b1aa4614c7fe826a05782dcf1d72567f65b115d0b,bf848c3d862c057a3e7b1fa0c26e306e975886da9b0e1986f6222f8b8211479f
